"sid","tech","species","tissue","involve_cancer","count_matrix_dir"
"Mouse_OlfactoryBulb_Stahl_07012016_ST_Rep10","ST","mouse","olfactory bulb","True","/Users/zhiningsui/GitHub/STimage-1K4M/ST/gene_exp/Mouse_OlfactoryBulb_Stahl_07012016_ST_Rep10_count.csv"
"Mouse_OlfactoryBulb_Stahl_07012016_ST_Rep11","ST","mouse","olfactory bulb","True","/Users/zhiningsui/GitHub/STimage-1K4M/ST/gene_exp/Mouse_OlfactoryBulb_Stahl_07012016_ST_Rep11_count.csv"
"Mouse_OlfactoryBulb_Stahl_07012016_ST_Rep12","ST","mouse","olfactory bulb","True","/Users/zhiningsui/GitHub/STimage-1K4M/ST/gene_exp/Mouse_OlfactoryBulb_Stahl_07012016_ST_Rep12_count.csv"
"Mouse_OlfactoryBulb_Stahl_07012016_ST_Rep2","ST","mouse","olfactory bulb","True","/Users/zhiningsui/GitHub/STimage-1K4M/ST/gene_exp/Mouse_OlfactoryBulb_Stahl_07012016_ST_Rep2_count.csv"
"Mouse_OlfactoryBulb_Stahl_07012016_ST_Rep3","ST","mouse","olfactory bulb","True","/Users/zhiningsui/GitHub/STimage-1K4M/ST/gene_exp/Mouse_OlfactoryBulb_Stahl_07012016_ST_Rep3_count.csv"
"Mouse_OlfactoryBulb_Stahl_07012016_ST_Rep4","ST","mouse","olfactory bulb","True","/Users/zhiningsui/GitHub/STimage-1K4M/ST/gene_exp/Mouse_OlfactoryBulb_Stahl_07012016_ST_Rep4_count.csv"
"Mouse_OlfactoryBulb_Stahl_07012016_ST_Rep5","ST","mouse","olfactory bulb","True","/Users/zhiningsui/GitHub/STimage-1K4M/ST/gene_exp/Mouse_OlfactoryBulb_Stahl_07012016_ST_Rep5_count.csv"
"Mouse_OlfactoryBulb_Stahl_07012016_ST_Rep6","ST","mouse","olfactory bulb","True","/Users/zhiningsui/GitHub/STimage-1K4M/ST/gene_exp/Mouse_OlfactoryBulb_Stahl_07012016_ST_Rep6_count.csv"
"Mouse_OlfactoryBulb_Stahl_07012016_ST_Rep7","ST","mouse","olfactory bulb","True","/Users/zhiningsui/GitHub/STimage-1K4M/ST/gene_exp/Mouse_OlfactoryBulb_Stahl_07012016_ST_Rep7_count.csv"
"Mouse_OlfactoryBulb_Stahl_07012016_ST_Rep8","ST","mouse","olfactory bulb","True","/Users/zhiningsui/GitHub/STimage-1K4M/ST/gene_exp/Mouse_OlfactoryBulb_Stahl_07012016_ST_Rep8_count.csv"
"Mouse_OlfactoryBulb_Stahl_07012016_ST_Rep9","ST","mouse","olfactory bulb","True","/Users/zhiningsui/GitHub/STimage-1K4M/ST/gene_exp/Mouse_OlfactoryBulb_Stahl_07012016_ST_Rep9_count.csv"
"GSE144239_GSM4565823","Visium","human","skin","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE144239_GSM4565823_count.csv"
"GSE144239_GSM4565824","Visium","human","skin","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE144239_GSM4565824_count.csv"
"GSE144239_GSM4565825","Visium","human","skin","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE144239_GSM4565825_count.csv"
"GSE144239_GSM4565826","Visium","human","skin","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE144239_GSM4565826_count.csv"
"GSE148612_GSM5026144","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE148612_GSM5026144_count.csv"
"GSE148612_GSM5026145","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE148612_GSM5026145_count.csv"
"GSE148612_GSM5026146","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE148612_GSM5026146_count.csv"
"GSE148612_GSM5026147","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE148612_GSM5026147_count.csv"
"GSE148612_GSM5026148","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE148612_GSM5026148_count.csv"
"GSE148612_GSM5026149","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE148612_GSM5026149_count.csv"
"GSE153424_GSM4644079","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE153424_GSM4644079_count.csv"
"GSE153424_GSM4644080","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE153424_GSM4644080_count.csv"
"GSE153424_GSM4644081","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE153424_GSM4644081_count.csv"
"GSE153424_GSM4644082","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE153424_GSM4644082_count.csv"
"GSE153424_GSM4644083","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE153424_GSM4644083_count.csv"
"GSE153424_GSM4644084","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE153424_GSM4644084_count.csv"
"GSE153424_GSM4644085","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE153424_GSM4644085_count.csv"
"GSE153424_GSM4644086","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE153424_GSM4644086_count.csv"
"GSE153859_GSM4656179","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE153859_GSM4656179_count.csv"
"GSE153859_GSM4656180","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE153859_GSM4656180_count.csv"
"GSE153859_GSM4656181","Visium","mouse","olfactory bulb","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE153859_GSM4656181_count.csv"
"GSE158450_GSM4800808","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE158450_GSM4800808_count.csv"
"GSE158730_GSM7770348","Visium","mouse","olfactory epithelium","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE158730_GSM7770348_count.csv"
"GSE158730_GSM7770349","Visium","mouse","olfactory epithelium","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE158730_GSM7770349_count.csv"
"GSE158730_GSM7770350","Visium","mouse","olfactory epithelium","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE158730_GSM7770350_count.csv"
"GSE158730_GSM7770351","Visium","mouse","olfactory epithelium","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE158730_GSM7770351_count.csv"
"GSE160137_GSM4861202","Visium","mouse","embryo","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE160137_GSM4861202_count.csv"
"GSE160137_GSM4861203","Visium","mouse","embryo","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE160137_GSM4861203_count.csv"
"GSE160137_GSM4861204","Visium","mouse","embryo","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE160137_GSM4861204_count.csv"
"GSE160137_GSM4861205","Visium","mouse","embryo","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE160137_GSM4861205_count.csv"
"GSE169749_GSM5213483","Visium","mouse","colon","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE169749_GSM5213483_count.csv"
"GSE169749_GSM5213484","Visium","mouse","colon","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE169749_GSM5213484_count.csv"
"GSE173651_GSM5273010","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE173651_GSM5273010_count.csv"
"GSE173651_GSM5273011","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE173651_GSM5273011_count.csv"
"GSE173651_GSM5273012","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE173651_GSM5273012_count.csv"
"GSE173651_GSM5273013","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE173651_GSM5273013_count.csv"
"GSE173651_GSM5273014","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE173651_GSM5273014_count.csv"
"GSE173651_GSM5273015","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE173651_GSM5273015_count.csv"
"GSE174313_GSM5291683","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE174313_GSM5291683_count.csv"
"GSE174313_GSM5291684","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE174313_GSM5291684_count.csv"
"GSE174313_GSM5291685","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE174313_GSM5291685_count.csv"
"GSE174313_GSM5291686","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE174313_GSM5291686_count.csv"
"GSE175540_GSM5924030","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924030_count.csv"
"GSE175540_GSM5924031","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924031_count.csv"
"GSE175540_GSM5924032","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924032_count.csv"
"GSE175540_GSM5924033","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924033_count.csv"
"GSE175540_GSM5924034","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924034_count.csv"
"GSE175540_GSM5924035","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924035_count.csv"
"GSE175540_GSM5924036","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924036_count.csv"
"GSE175540_GSM5924037","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924037_count.csv"
"GSE175540_GSM5924038","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924038_count.csv"
"GSE175540_GSM5924039","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924039_count.csv"
"GSE175540_GSM5924040","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924040_count.csv"
"GSE175540_GSM5924041","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924041_count.csv"
"GSE175540_GSM5924042","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924042_count.csv"
"GSE175540_GSM5924043","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924043_count.csv"
"GSE175540_GSM5924044","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924044_count.csv"
"GSE175540_GSM5924045","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924045_count.csv"
"GSE175540_GSM5924046","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924046_count.csv"
"GSE175540_GSM5924047","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924047_count.csv"
"GSE175540_GSM5924048","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924048_count.csv"
"GSE175540_GSM5924049","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924049_count.csv"
"GSE175540_GSM5924050","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924050_count.csv"
"GSE175540_GSM5924051","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924051_count.csv"
"GSE175540_GSM5924052","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924052_count.csv"
"GSE175540_GSM5924053","Visium","human","kidney","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE175540_GSM5924053_count.csv"
"GSE178221_GSM5384657","Visium","human & mouse","mouse colon and human skin","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE178221_GSM5384657_count.csv"
"GSE178221_GSM5384658","Visium","human & mouse","mouse duodenum and human skin","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE178221_GSM5384658_count.csv"
"GSE178221_GSM5384659","Visium","human & mouse","mouse heart and human skin","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE178221_GSM5384659_count.csv"
"GSE178361_GSM5388414","Visium","human","lung","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE178361_GSM5388414_count.csv"
"GSE178361_GSM5388415","Visium","human","lung","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE178361_GSM5388415_count.csv"
"GSE178758_GSM6443210","Visium","mouse","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE178758_GSM6443210_count.csv"
"GSE178758_GSM6443211","Visium","mouse","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE178758_GSM6443211_count.csv"
"GSE178758_GSM6443212","Visium","mouse","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE178758_GSM6443212_count.csv"
"GSE178758_GSM6443213","Visium","mouse","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE178758_GSM6443213_count.csv"
"GSE179572_GSM5420749","Visium","human","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE179572_GSM5420749_count.csv"
"GSE179572_GSM5420750","Visium","human","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE179572_GSM5420750_count.csv"
"GSE179572_GSM5420751","Visium","human","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE179572_GSM5420751_count.csv"
"GSE179572_GSM5420752","Visium","human","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE179572_GSM5420752_count.csv"
"GSE179572_GSM5420753","Visium","human","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE179572_GSM5420753_count.csv"
"GSE179572_GSM5420754","Visium","human","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE179572_GSM5420754_count.csv"
"GSE180682_GSM5467944","Visium","mouse","digit","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE180682_GSM5467944_count.csv"
"GSE180682_GSM5467945","Visium","mouse","digit","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE180682_GSM5467945_count.csv"
"GSE180682_GSM5467946","Visium","mouse","digit","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE180682_GSM5467946_count.csv"
"GSE180682_GSM5467947","Visium","mouse","digit","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE180682_GSM5467947_count.csv"
"GSE180682_GSM5896868","Visium","mouse","digit","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE180682_GSM5896868_count.csv"
"GSE180682_GSM5896869","Visium","mouse","digit","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE180682_GSM5896869_count.csv"
"GSE180682_GSM5896870","Visium","mouse","digit","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE180682_GSM5896870_count.csv"
"GSE180682_GSM5896871","Visium","mouse","digit","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE180682_GSM5896871_count.csv"
"GSE182208_GSM5531131","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE182208_GSM5531131_count.csv"
"GSE182939_GSM5543479","Visium","mouse","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE182939_GSM5543479_count.csv"
"GSE182939_GSM5543480","Visium","mouse","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE182939_GSM5543480_count.csv"
"GSE182939_GSM5543481","Visium","mouse","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE182939_GSM5543481_count.csv"
"GSE182939_GSM5543482","Visium","mouse","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE182939_GSM5543482_count.csv"
"GSE182939_GSM5543483","Visium","mouse","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE182939_GSM5543483_count.csv"
"GSE183456_GSM6047774","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047774_count.csv"
"GSE183456_GSM6047775","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047775_count.csv"
"GSE183456_GSM6047776","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047776_count.csv"
"GSE183456_GSM6047777","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047777_count.csv"
"GSE183456_GSM6047778","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047778_count.csv"
"GSE183456_GSM6047779","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047779_count.csv"
"GSE183456_GSM6047780","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047780_count.csv"
"GSE183456_GSM6047781","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047781_count.csv"
"GSE183456_GSM6047782","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047782_count.csv"
"GSE183456_GSM6047783","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047783_count.csv"
"GSE183456_GSM6047784","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047784_count.csv"
"GSE183456_GSM6047785","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047785_count.csv"
"GSE183456_GSM6047786","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047786_count.csv"
"GSE183456_GSM6047787","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047787_count.csv"
"GSE183456_GSM6047788","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047788_count.csv"
"GSE183456_GSM6047789","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047789_count.csv"
"GSE183456_GSM6047790","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047790_count.csv"
"GSE183456_GSM6047791","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047791_count.csv"
"GSE183456_GSM6047792","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047792_count.csv"
"GSE183456_GSM6047793","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047793_count.csv"
"GSE183456_GSM6047794","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047794_count.csv"
"GSE183456_GSM6047795","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047795_count.csv"
"GSE183456_GSM6047796","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE183456_GSM6047796_count.csv"
"GSE184510_GSM5591748","Visium","human","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE184510_GSM5591748_count.csv"
"GSE184510_GSM5591749","Visium","human","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE184510_GSM5591749_count.csv"
"GSE184510_GSM5591750","Visium","human","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE184510_GSM5591750_count.csv"
"GSE184510_GSM5591751","Visium","human","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE184510_GSM5591751_count.csv"
"GSE184510_GSM5591752","Visium","human","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE184510_GSM5591752_count.csv"
"GSE184510_GSM5591753","Visium","human","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE184510_GSM5591753_count.csv"
"GSE184510_GSM5591754","Visium","human","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE184510_GSM5591754_count.csv"
"GSE184510_GSM5591755","Visium","human","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE184510_GSM5591755_count.csv"
"GSE186290_GSM5643203","Visium","mouse","stomach","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE186290_GSM5643203_count.csv"
"GSE186818_GSM5661565","Visium","fish","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE186818_GSM5661565_count.csv"
"GSE188257_GSM5673398","Visium","mouse","ovary","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE188257_GSM5673398_count.csv"
"GSE188257_GSM5673399","Visium","mouse","ovary","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE188257_GSM5673399_count.csv"
"GSE188257_GSM5673400","Visium","mouse","ovary","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE188257_GSM5673400_count.csv"
"GSE188257_GSM5673401","Visium","mouse","ovary","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE188257_GSM5673401_count.csv"
"GSE188888_GSM5691526","Visium","mouse","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE188888_GSM5691526_count.csv"
"GSE188888_GSM5691527","Visium","mouse","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE188888_GSM5691527_count.csv"
"GSE188888_GSM5691528","Visium","mouse","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE188888_GSM5691528_count.csv"
"GSE188888_GSM5691529","Visium","mouse","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE188888_GSM5691529_count.csv"
"GSE190595_GSM5726156","Visium","mouse","colon","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE190595_GSM5726156_count.csv"
"GSE190595_GSM5726157","Visium","mouse","colon","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE190595_GSM5726157_count.csv"
"GSE192742_GSM5764414","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE192742_GSM5764414_count.csv"
"GSE192742_GSM5764415","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE192742_GSM5764415_count.csv"
"GSE192742_GSM5764416","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE192742_GSM5764416_count.csv"
"GSE192742_GSM5764417","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE192742_GSM5764417_count.csv"
"GSE192742_GSM5764418","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE192742_GSM5764418_count.csv"
"GSE192742_GSM5764419","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE192742_GSM5764419_count.csv"
"GSE192742_GSM5764420","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE192742_GSM5764420_count.csv"
"GSE192742_GSM5764421","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE192742_GSM5764421_count.csv"
"GSE192742_GSM5764422","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE192742_GSM5764422_count.csv"
"GSE192742_GSM5764424","Visium","human","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE192742_GSM5764424_count.csv"
"GSE192742_GSM5764425","Visium","human","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE192742_GSM5764425_count.csv"
"GSE192742_GSM5764426","Visium","human","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE192742_GSM5764426_count.csv"
"GSE192742_GSM5764427","Visium","human","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE192742_GSM5764427_count.csv"
"GSE192742_GSM5764428","Visium","human","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE192742_GSM5764428_count.csv"
"GSE193460_GSM5808054","Visium","mouse","lung","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE193460_GSM5808054_count.csv"
"GSE193460_GSM5808055","Visium","mouse","lung","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE193460_GSM5808055_count.csv"
"GSE193460_GSM5808056","Visium","mouse","lung","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE193460_GSM5808056_count.csv"
"GSE193460_GSM5808057","Visium","mouse","lung","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE193460_GSM5808057_count.csv"
